patentNumber,title,USPC #,company,companyState,patentIssueDate,applicationFilingDate
10167239,['PELLETED FEATHER MEAL AND SOYBEAN MEAL BASED ORGANIC FERTILIZER'],071,"True Organic Products, Inc.",CA,2019-01-01,2016-08-31
10168804,['STYLUS FOR ELECTRONIC DEVICES'],345,Apple Inc.,CA,2019-01-01,2016-08-31
10169384,['AUGMENTED REALITY MODEL COMPARISON AND DEVIATION DETECTION'],707,International Business Machines Corporation,NY,2019-01-01,2016-09-01
10170966,['VIBRATION MOTOR'],310,N/A,N/A,2019-01-01,2016-09-01
10170776,['FUEL CELL MODULE'],429,"HONDA MOTOR CO., LTD.",,2019-01-01,2016-09-01
10169663,['SCENE CHANGE DETECTION VIA MULTIPLE SENSORS'],382,The Boeing Company,IL,2019-01-01,2016-09-01
10168942,['AUTOMATICALLY REMOVING DEPENDENCY ON SLOW DISKS IN A DISTRIBUTED STORAGE SYSTEM'],714,"VMware, Inc.",CA,2019-01-01,2016-09-01
10167587,['METHOD AND MACHINE FOR TREATING TEXTILE FABRICS WITH AN ADJUSTABLE AIR FLOW'],068,BIANCALANI S.R.L.,,2019-01-01,2016-09-02
10166195,['VACCINE DELIVERY SYSTEMS USING YEAST CELL WALL PARTICLES'],424,"ORBIS HEALTH SOLUTIONS, LLC",SC,2019-01-01,2016-09-02
10170812,['ASSEMBLY MODULE COMPRISING ELECTROCHEMICAL CELLS RECEIVED BY LUGS AND CONNECTING CLIPS'],429,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES,,2019-01-01,2016-09-02
10167868,['SCREW COMPRESSOR'],418,"Kabushiki Kaisha Kobe Seiko Sho (Kobe Steel, Ltd.)",,2019-01-01,2016-09-02
10166281,['METHOD AND COMPOSITION FOR MODULATING IMMUNE RESPONSE'],424,"VLP Therapeutics, LLC",DE,2019-01-01,2016-09-02
10167660,['MULTI-AXIS HINGES AND CONTAINERS INCLUDING THE SAME'],220,"Buckhorn, Inc.",OH,2019-01-01,2016-09-02
10167422,"['ELECTRICALLY-CONDUCTIVE PROPPANT AND METHODS FOR DETECTING, LOCATING AND CHARACTERIZING THE ELECTRICALLY-CONDUCTIVE PROPPANT']",428,"CARBO CERAMICS, INC.",TX,2019-01-01,2016-09-02
10170777,['COOLING WATER DIRECT INJECTION TYPE FUEL CELL'],429,Hyundai Motor Company,,2019-01-01,2016-09-02
10166206,['TOPICAL COMPOSITIONS AND METHODS FOR MAKING AND USING SAME'],514,SEBELA INTERNATIONAL LIMITED,,2019-01-01,2016-09-02
10169543,['SYSTEMS AND METHODS FOR REPORTING BLOOD FLOW CHARACTERISTICS'],600,"HeartFlow, Inc.",CA,2019-01-01,2016-09-02
10167618,['FLUSH TOILET'],004,TOTO LTD.,,2019-01-01,2016-09-02
10166352,['SYSTEMS AND METHODS FOR COMPENSATING LONG TERM SENSITIVITY DRIFT OF ELECTROCHEMICAL GAS SENSORS EXPOSED TO NITRIC OXIDE'],128,Mallinckrodt Hospital Products IP Limited,,2019-01-01,2016-09-02
10167362,['DOPING-INDUCED CARRIER DENSITY MODULATION IN POLYMER FIELD-EFFECT TRANSISTORS'],257,The Regents of the University of California,CA,2019-01-01,2016-09-02
10171847,['INFORMATION DEVICE AND DISTRIBUTION DEVICE'],725,"Funai Electric Co., Ltd.",,2019-01-01,2016-09-02
10166237,['COMPOUNDS AND METHODS FOR INDUCING CHONDROGENESIS'],514,The Scripps Research Institute,CA,2019-01-01,2016-09-02
10171746,['DRONE WITH A FRONT-VIEW CAMERA WITH SEGMENTATION OF THE SKY IMAGE FOR AUTO-EXPOSURE CONTROL'],382,PARROT DRONES,,2019-01-01,2016-09-02
10167980,['TRAY BRACKET FOR MOUNTING ELECTRICAL COMPONENTS'],248,"Emitter Energy, Inc",NC,2019-01-01,2016-09-03
10166015,['IMPLANTABLE SCAFFOLD AND METHOD'],606,N/A,N/A,2019-01-01,2016-09-04
10166330,['PHARMACEUTICAL DRUG DELIVERY SYSTEM'],604,SABANCI ¿NIVERSITESI,,2019-01-01,2016-09-05
10166277,['Vault Immunotherapy'],530,The Regents of the University of California,CA,2019-01-01,2016-09-05
10170968,['Vibration Motor'],310,N/A,N/A,2019-01-01,2016-09-06
10168926,['METHOD OF OPERATING DATA STORAGE DEVICE AND METHOD OF OPERATING DATA PROCESSING SYSTEM INCLUDING SAME'],711,"SAMSUNG ELECTRONICS CO., LTD.",,2019-01-01,2016-09-06
10169149,['STANDARD AND NON-STANDARD DISPERSED STORAGE NETWORK DATA ACCESS'],714,International Business Machines Corporation,NY,2019-01-01,2016-09-06
10168509,['Camera Lens'],359,N/A,N/A,2019-01-01,2016-09-06
10170787,['SEPARATOR'],429,BROTHER KOGYO KABUSHIKI KAISHA,,2019-01-01,2016-09-06
10168585,['LIQUID CRYSTAL DISPLAY'],349,"Samsung Display Co., Ltd.",,2019-01-01,2016-09-06
10167340,['ANTI-SURVIVIN ANTIBODIES FOR CANCER THERAPY'],424,"Health Research, Inc.",NY,2019-01-01,2016-09-06
10165909,['Multi-Liner Assembly for A Body Liquid Receptacle and A Body Liquid Receptacle Including Same'],004,HY-INDUSTRIE INC.,,2019-01-01,2016-09-06
10171921,['MICROPHONE MATCHING UNIT AND HEARING AID'],381,Oticon A/S,,2019-01-01,2016-09-06
10165818,['PROTECTIVE HELMET'],002,N/A,N/A,2019-01-01,2016-09-06
10170823,['EMBEDDED ANTENNA DEVICE FOR GNSS APPLICATIONS'],343,"Topcon Positioning Systems, Inc.",CA,2019-01-01,2016-09-07
10168107,['Heat Store Container With Inclined Plates For Improved Temperature Distribution'],165,Siemens Aktiengesellschaft,,2019-01-01,2016-09-07
10168113,['HEAT PIPES WITH ELECTRICAL PUMPING OF CONDENSATE'],165,"Board of Regents, The University of Texas System",TX,2019-01-01,2016-09-07
10172038,['DOWNLINK COMMUNICATION IN THE UPLINK FDD CHANNEL'],370,N/A,N/A,2019-01-01,2016-09-07
10170781,['SHUTDOWN AND STORAGE METHOD FOR FUEL CELL SYSTEM AT BELOW FREEZING TEMPERATURES'],429,Daimler AG,,2019-01-01,2016-09-07
10167103,"['PRINTING APPARATUS, CONTROL METHOD AND NON-TEMPORARY RECORDING MEDIUM']",400,TOSHIBA TEC KABUSHIKI KAISHA,,2019-01-01,2016-09-07
10170697,['CRYOGENIC PATTERNING OF MAGNETIC TUNNEL JUNCTIONS'],257,International Business Machines Corporation,NY,2019-01-01,2016-09-07
10172067,['BYPASSING EXTERNAL PACKET DATA NETWORKS IN MOBILE-TO-MOBILE COMMUNICATION'],370,Alcatel-Lucent USA Inc.,NJ,2019-01-01,2016-09-07
10167953,['VEHICULAR PARKING LOCK DEVICE'],192,"HONDA MOTOR CO., LTD.",,2019-01-01,2016-09-08
10168349,['BOLOMETER FLUID FLOW SENSOR'],250,Robert Bosch GmbH,,2019-01-01,2016-09-08
10167664,['WINDOW ASSEMBLY FOR VEHICLE'],049,"MAGNA MIRRORS OF AMERICA, INC.",MI,2019-01-01,2016-09-08
10170942,['POWER RECEIVING DEVICE AND WIRELESS POWER TRANSMISSION SYSTEM'],307,"Panasonic Intellectual Property Management Co., Lt",,2019-01-01,2016-09-08
10167999,['GAS FILLING METHOD'],141,"HONDA MOTOR CO., LTD.",,2019-01-01,2016-09-08
10166841,['VEHICLE CLIMATE CONTROL SYSTEM'],701,"International Truck Intellectual Property Company,",IL,2019-01-01,2016-09-08
10171265,['UPLINK CHANNEL INFORMATION'],370,QUALCOMM Incorporated,CA,2019-01-01,2016-09-08
10169303,['MANAGEMENT SYSTEM FOR MANAGING INFORMATION SYSTEM'],715,"HITACHI, LTD.",,2019-01-01,2016-09-09
10169919,['HEADSET VISUAL DISPLACEMENT FOR MOTION CORRECTION'],345,Oath Inc.,NY,2019-01-01,2016-09-09
10167602,['SYSTEMS AND METHODS FOR IN-SITU CLEAN UP OF BURNABLE MATERIALS'],431,Worcester Polytechnic Institute,MA,2019-01-01,2016-09-09
10167867,['SCROLL FLUID MACHINE'],418,ANEST IWATA Corporation,,2019-01-01,2016-09-09
10168558,['CHAMBER SEALING MECHANISM AND PRESSURIZATION BUBBLE-ELIMINATING EQUIPMENT'],445,"BOE TECHNOLOGY GROUP CO., LTD.",,2019-01-01,2016-09-09
10171024,['Solar Energy Collector'],136,N/A,N/A,2019-01-01,2016-09-09
10170020,['POP-UP DISPLAY WITH TRANSLATING STOP MEMBER'],040,R. R. Donnelley & Sons Company,IL,2019-01-01,2016-09-09
RE47191,['Method and System for Dynamic Cell Configuration'],455,"Huawei Technologies Co., Ltd.",,2019-01-01,2016-09-09
10171848,['DIGITAL BROADCASTING RECEIVER AND METHOD FOR CONTROLLING THE SAME'],714,LG Electronics Inc.,,2019-01-01,2016-09-09
10170519,['MAGNETORESISTIVE ELEMENT AND MEMORY DEVICE'],257,Toshiba Memory Corporation,,2019-01-01,2016-09-09
D836965,['Coffee Maker'],D07,BSH Hausgeräte GmbH,,2019-01-01,2016-09-09
D837335,['INSECT TRAP'],D22,Novelty Manufacturing Co.,PA,2019-01-01,2016-09-09
D836986,['DRINKING CUP'],D07,KONINKLIJKE PHILIPS N.V.,,2019-01-01,2016-09-09
10166350,['ACTIVE DRY POWDER INHALER'],128,Inspiro Medical Ltd.,,2019-01-01,2016-09-11
10170059,['Color Sequential Image Method and System Thereof'],345,WISTRON CORP.,,2019-01-01,2016-09-11
10167347,['CARBOXYLATE ESTER OF POLYSACCHARIDE'],510,BASF SE,,2019-01-01,2016-09-12
10167154,['VACUUM SYSTEM FOR SECURING ITEMS IN PRINTING MACHINES'],271,N/A,N/A,2019-01-01,2016-09-12
10167777,['SYSTEM AND METHOD FOR PRODUCING HYDROGEN'],060,CHIYODA CORPORATION,,2019-01-01,2016-09-12
10172054,['COMMUNICATION CONTROL METHOD AND USER TERMINAL'],370,KYOCERA CORPORATION,,2019-01-01,2016-09-12
10171066,['COMPACT HIGH VOLTAGE RF GENERATOR USING A SELF-RESONANT INDUCTOR'],327,Smiths Detection-Watford Limited,,2019-01-01,2016-09-12
10169152,['RESILIENT DATA STORAGE AND RETRIEVAL'],714,International Business Machines Corporation,NY,2019-01-01,2016-09-12
10167013,['DRIVING SUPPORT DEVICE FOR VEHICLE INCLUDING AN ELECTRIC POWER STEERING CONTROL THAT GENERATES A STEERING ASSIST TORQUE'],701,TOYOTA JIDOSHA KABUSHIKI KAISHA,,2019-01-01,2016-09-12
10167273,['SULFONYL PIPERIDINE DERIVATIVES AND THEIR USE FOR TREATING PROKINETICIN MEDIATED DISEASES'],546,TAKEDA PHARMACEUTICAL COMPANY LIMITED,,2019-01-01,2016-09-12
10168954,['SYSTEM AND METHOD OF INTERFACING CO-PROCESSORS AND INPUT/OUTPUT DEVICES VIA A MAIN MEMORY SYSTEM'],714,Rambus Inc.,CA,2019-01-01,2016-09-12
10172156,['METHOD AND APPARATUS FOR SCHEDULING UPLINK TRANSMISSIONS WITH REDUCED LATENCY'],370,Motorola Mobility LLC,IL,2019-01-01,2016-09-12
10171236,['METHOD FOR OPERATING A PRIMARY UNIT'],713,Robert Bosch GmbH,,2019-01-01,2016-09-12
10171644,"['COMMUNICATION APPARATUS, METHOD FOR CONTROLLING COMMUNICATION APPARATUS, AND STORAGE MEDIUM']",455,CANON KABUSHIKI KAISHA,,2019-01-01,2016-09-12
D837227,['DISPLAY OF A MOBILE DEVICE WITH A GRAPHICAL USER INTERFACE'],D14,"Square, Inc.",CA,2019-01-01,2016-09-12
D837144,['Charging holder for vacuum cleaner'],D13,LG ELECTRONICS INC.,,2019-01-01,2016-09-12
D837145,['Charging holder for vacuum cleaner'],D13,LG ELECTRONICS INC.,,2019-01-01,2016-09-12
10171613,"['CLIENT DEVICE, SERVER, RECORDING MEDIUM AND INFORMATION PROCESSING METHOD']",709,SONY CORPORATION,,2019-01-01,2016-09-13
10166621,['WELDING DEVICE AND WELDING SYSTEM'],219,KAWASAKI JUKOGYO KABUSHIKI KAISHA,,2019-01-01,2016-09-13
10168092,['REFRIGERATION DEVICE FOR CONTAINER'],062,"DAIKIN INDUSTRIES, LTD.",,2019-01-01,2016-09-13
10168041,['LIGHT FIXTURE'],362,Dyson Technology Limited,,2019-01-01,2016-09-13
10171428,"['CONFIDENTIAL DATA MANAGEMENT METHOD AND DEVICE, AND SECURITY AUTHENTICATION METHOD AND SYSTEM']",713,ROWEM INC.,,2019-01-01,2016-09-13
10171595,"['METHOD, APPARATUS, AND SOFTWARE FOR IDENTIFYING A SET OF OPTIONS FOR THE PROVISION OF A SERVICE']",709,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2016-09-13
10171692,['MULTIFUNCTION PERIPHERAL'],358,Sharp Kabushiki Kaisha,,2019-01-01,2016-09-13
10168950,['COORDINATION OF CONNECTION INITIATION SCHEDULING IN A DISTRIBUTED STORAGE NETWORK (DSN)'],709,International Business Machines Corporation,NY,2019-01-01,2016-09-13
10166389,['SINGLE-WIRE ELECTRODE ARRAY'],607,Cochlear Limited,,2019-01-01,2016-09-13
10165888,['HEATING AND COOKING SYSTEM'],126,N/A,N/A,2019-01-01,2016-09-13
10167658,['SIDE-LOAD HUNG WINDOW ASSEMBLY WITH SASH GUIDES'],049,"Caldwell Manufacturing Company North America, LLC",NY,2019-01-01,2016-09-13
10167049,['CRANK TREADING TORQUE DETECTION DEVICE FOR ELECTRIC BICYCLE'],180,NATIONAL CHENG KUNG UNIVERSITY,,2019-01-01,2016-09-13
10170048,['PIXEL AND ORGANIC LIGHT-EMITTING DIODE (OLED) DISPLAY HAVING THE SAME'],345,"Samsung Display Co., Ltd.",,2019-01-01,2016-09-13
RE47190,['METHOD FOR PHYSICAL CONTROL FORMAT INDICATOR CHANNEL MAPPING'],370,LG Electronics Inc.,,2019-01-01,2016-09-13
10165921,['HANDLE ASSEMBLY FOR A VACUUM CLEANER'],015,Dyson Technology Limited,,2019-01-01,2016-09-13
10170750,['LITHIUM-CONDUCTING SULFUR COMPOUND CATHODE FOR LITHIUM-SULFUR BATTERIES'],429,"UT-BATTELLE, LLC",TN,2019-01-01,2016-09-13
10167804,['SYSTEM AND METHODS FOR CBV DIAGNOSTICS'],123,"Ford Global Technologies, LLC",MI,2019-01-01,2016-09-13
10169248,['DETERMINING CORES TO ASSIGN TO CACHE HOSTILE TASKS'],711,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2016-09-13
10169415,['QUERY RESTARTABILITY'],707,Google LLC,CA,2019-01-01,2016-09-14
10170284,['PLASMA PROCESSING METHOD AND PLASMA PROCESSING APPARATUS'],438,Tokyo Electron Limited,,2019-01-01,2016-09-14
10168711,['Method and Apparatus for Autonomous Conveyance of Transport Carts'],701,"Omron Adept Technologies, Inc.",CA,2019-01-01,2016-09-14
10171072,['Optimized CMOS Analog Switch'],327,Microchip Technology Inc.,AZ,2019-01-01,2016-09-14
D837305,['Accessory for spinning top toy'],D21,"TOMY COMPANY, LTD.",,2019-01-01,2016-09-14
10169181,['EFFICIENT VALIDATION OF TRANSACTIONAL MEMORY IN A COMPUTER PROCESSOR'],714,International Business Machines Corporation,NY,2019-01-01,2016-09-15
10169139,['Using Predictive Analytics of Natural Disaster to Cost and Proactively Invoke High-Availability Preparedness Functions in a Computing Environment'],714,International Business Machines Corporation,NY,2019-01-01,2016-09-15
10168787,['METHOD FOR THE TARGET RECOGNITION OF TARGET OBJECTS'],345,N/A,N/A,2019-01-01,2016-09-15
10169163,['MANAGING BACKUP OPERATIONS FROM A CLIENT SYSTEM TO A PRIMARY SERVER AND SECONDARY SERVER'],714,International Business Machines Corporation,NY,2019-01-01,2016-09-15
D837193,['PROTECTIVE CASING WITH INTEGRAL BUMPER FOR AN ELECTRONIC DEVICE'],D14,"Wimo Labs, LLC",CA,2019-01-01,2016-09-15
10167078,['ROTARY OR FIXED WING AIRCRAFT WITH THRUST VECTORING TAIL'],244,Sikorsky Aircraft Corporation,CT,2019-01-01,2016-09-16
10168678,['INTERFACING WITH LAUNDRY SERVICES AND FACILITIES'],340,"Laundry 2.0, LLC",FL,2019-01-01,2016-09-16
10168334,['IDENTIFICATION OF CANCER PROTEIN BIOMARKERS USING PROTEOMIC TECHNIQUES'],530,YALE UNIVERSITY,CT,2019-01-01,2016-09-16
10165742,['Center Pivot Irrigation System'],239,N/A,N/A,2019-01-01,2016-09-16
10166374,['WEDGE DISSECTORS FOR A MEDICAL BALLOON'],606,"Cagent Vascular, LLC",PA,2019-01-01,2016-09-16
D836896,['SHOE UPPER'],D02,"NIKE, Inc.",OR,2019-01-01,2016-09-16
D836897,['SHOE UPPER'],D02,"NIKE, Inc.",OR,2019-01-01,2016-09-16
10169167,['REDUCING RECOVERY TIME IN DISASTER RECOVERY/REPLICATION SETUP WITH MULTITIER BACKEND STORAGE'],714,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2016-09-19
10170616,['METHODS OF FORMING A VERTICAL TRANSISTOR DEVICE'],257,GLOBALFOUNDRIES Inc.,,2019-01-01,2016-09-19
10169904,['SYSTEMS AND METHODS FOR PRESENTING INTERMEDIARIES'],715,"SAMSUNG ELECTRONICS CO., LTD.",,2019-01-01,2016-09-19
10172212,['SECURITY LIGHTING FIXTURE'],315,HAMPTON PRODUCTS INTERNATIONAL CORPORATION,CA,2019-01-01,2016-09-19
10165829,['Spacer Textile Material With Tensile Strands In Non-Linear Arrangements'],442,"NIKE, Inc.",OR,2019-01-01,2016-09-19
10167080,['Storage Modes for Tiltrotor Aircraft'],244,Bell Helicopter Textron Inc.,TX,2019-01-01,2016-09-19
D837228,['DISPLAY SCREEN OR PORTION THEREOF WITH GRAPHICAL USER INTERFACE'],D14,Apple Inc.,CA,2019-01-01,2016-09-19
D837300,['SPORT SIMULATION GAME BOARD'],D21,N/A,N/A,2019-01-01,2016-09-19
D837301,['SPORT SIMULATION GAME BOARD'],D21,N/A,N/A,2019-01-01,2016-09-19
10171354,"['COMMUNICATION PROCESSING SYSTEM, COMMUNICATION PROCESSING APPARATUS, COMMUNICATION PROCESSING METHOD, AND STORAGE MEDIUM']",370,NEC Corporation,,2019-01-01,2016-09-20
10170733,"['FLEXIBLE STRUCTURE WITH STRAIN GAUGE, APPLICATION TO ELECTROCHEMICAL LITHIUM-ION BATTERIES IN A FLEXIBLE PACKAGING']",073,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES,,2019-01-01,2016-09-20
10167786,['Method and System for Operating Gaseous-Fuelled Direct Injection Internal Combustion Engine'],123,Westport Power Inc.,,2019-01-01,2016-09-20
10170646,['SOLAR CELL MODULE'],136,LG ELECTRONICS INC.,,2019-01-01,2016-09-20
10169268,['Providing State Storage in a Processor for System Management Mode'],712,Intel Corporation,CA,2019-01-01,2016-09-20
10171080,['VOLTAGE LEVEL SHIFTER (VLS) CIRCUITS EMPLOYING A PRE-CONDITIONING CIRCUIT FOR PRE-CONDITIONING AN INPUT SIGNAL TO BE VOLTAGE LEVEL SHIFTED IN RESPONSE TO A PRE-CHARGE PHASE'],365,QUALCOMM Incorporated,CA,2019-01-01,2016-09-20
10169240,['REDUCING MEMORY ACCESS BANDWIDTH BASED ON PREDICTION OF MEMORY REQUEST SIZE'],711,QUALCOMM Incorporated,CA,2019-01-01,2016-09-20
10169385,['MANAGING REPLICATED DATA'],707,International Business Machines Corporation,NY,2019-01-01,2016-09-20
10166558,['Cooling Device For A Spraying Nozzle Or Spraying Nozzle As-sembly With A Cooling Device For Thermal Spraying'],239,Siemens Aktiengesellschaft,,2019-01-01,2016-09-21
10167903,['DUAL CLUTCH'],192,Schaeffler Technologies AG & Co. KG,,2019-01-01,2016-09-21
10166667,['STAPLING DEVICE'],227,LEITZ ACCO Brands GmbH & Co KG,,2019-01-01,2016-09-21
10168469,['LIGHT SOURCE DEVICE AND DISPLAY APPARATUS'],349,Sakai Display Products Corporation,,2019-01-01,2016-09-21
10170461,['ESD HARD BACKEND STRUCTURES IN NANOMETER DIMENSION'],324,"Taiwan Semiconductor Manufacturing Co., Ltd.",,2019-01-01,2016-09-21
10170916,"['ENERGY STORAGE DEVICE, POWER MANAGEMENT DEVICE, MOBILE TERMINAL AND METHOD FOR OPERATING THE SAME']",307,LG ELECTRONICS INC.,,2019-01-01,2016-09-21
10171431,['SECURE MESSAGE HANDLING OF AN APPLICATION ACROSS DEPLOYMENT LOCATIONS'],726,International Business Machines Corporation,NY,2019-01-01,2016-09-21
10170116,['MAINTAINING CONTEXT FOR VOICE PROCESSES'],704,"Amazon Technologies, Inc.",WA,2019-01-01,2016-09-21
10167577,['CHANNEL PLATE ADAPTER AND OPEN-END SPINNING DEVICE WITH A CHANNEL PLATE ADAPTER'],057,Maschinenfabrik Rieter AG,,2019-01-01,2016-09-21
10169314,['SYSTEM AND METHOD FOR MODIFYING WEB CONTENT'],715,N/A,N/A,2019-01-01,2016-09-21
10171246,['MULTI-USER STRONG AUTHENTICATION TOKEN'],713,ONESPAN NORTH AMERICA INC.,IL,2019-01-01,2016-09-21
10170251,['Carbon Nanosheets'],252,The Governors of the University of Alberta,,2019-01-01,2016-09-21
10165920,['HANDLE ASSEMBLY FOR A VACUUM CLEANER'],015,Dyson Technology Limited,,2019-01-01,2016-09-21
10167219,['ECOLOGICAL BIOWATER PURIFICATION SYSTEM'],210,N/A,N/A,2019-01-01,2016-09-21
10167631,['THERMAL INSULATION PANEL'],428,Interbran Systems AG,,2019-01-01,2016-09-22
10170064,['CIRCUIT FOR PROCESSING GATE VOLTAGE SIGNAL SUPPLIED FOR LIQUID CRYSTAL DISPLAY DEVICE'],345,Shenzhen China Star Optoelectronics Technology Co.,,2019-01-01,2016-09-22
10170026,['DETECTION CIRCUITS AND DETECTION METHODS OF LIQUID CRYSTAL PANELS'],345,Shenzhen China Star Optoelectronics Technology Co.,,2019-01-01,2016-09-22
10172214,['POWER-OVER-ETHERNET POWER DISTRIBUTION SYSTEM'],315,PHILIPS LIGHTING HOLDING B.V.,,2019-01-01,2016-09-22
10172146,['Wi-Fi and Bluetooth Coexistence'],370,Apple Inc.,CA,2019-01-01,2016-09-22
10172268,['Electronic Component Mounting Device'],029,YAMAHA HATSUDOKI KABUSHIKI KAISHA,,2019-01-01,2016-09-22
10167986,['CABLE PULLER AND METHOD'],405,"TT Technologies, Inc.",IL,2019-01-01,2016-09-22
10172124,['Carrier Selection in a Multi-Carrier Wireless Network'],370,"Comcast Cable Communications, LLC",PA,2019-01-01,2016-09-22
D836922,['FABRIC'],D05,Apple Inc.,CA,2019-01-01,2016-09-22
D837466,['CAT LITTER APPARATUS'],D30,N/A,N/A,2019-01-01,2016-09-22
10170347,['SUBSTRATE PROCESSING SYSTEM'],029,TOKYO ELECTRON LIMITED,,2019-01-01,2016-09-23
10168534,['METHODS AND SYSTEMS FOR AUGMENTED REALITY'],359,Essilor International,,2019-01-01,2016-09-23
10171936,['MATCHING ACTIONABLE EVENTS WITH GOODS AND SERVICES PROVIDERS'],455,INTERNATIONAL BUSINESS MACHINES CORPORATION,NY,2019-01-01,2016-09-23
10170049,['DISPLAY DEVICE AND METHOD OF DRIVING THE SAME'],345,"LG Display Co., Ltd.",,2019-01-01,2016-09-23
10166688,['METHOD FOR OBTAINING ONE OR A NUMBER OF STRIPS OF A BAND MATERIAL AND A CUTTING DIE FOR PUTTING THE METHOD INTO PRACTICE'],083,"Girnet Internacional, S.L.",,2019-01-01,2016-09-23
10171909,['PROCESSING OF SIGNALS FROM LUMINAIRE MOUNTED MICROPHONES FOR ENHANCING SENSOR CAPABILITIES'],704,GENERAL ELECTRIC COMPANY,NY,2019-01-01,2016-09-23
10172261,['SYSTEM AND METHOD FOR MODULAR DATA CENTER'],052,Liebert Corporation,OH,2019-01-01,2016-09-23
10167124,['SHAVE CREAM POD'],424,Pacific Shaving Company,CA,2019-01-01,2016-09-23
10168164,['Integrating Ride Hailing Services Into A Navigation Application'],701,Apple Inc.,CA,2019-01-01,2016-09-23
10169920,['VIRTUAL GUARD RAILS'],345,Intel Corporation,CA,2019-01-01,2016-09-23
10168756,['BACKUP POWER MANAGEMENT FOR COMPUTING SYSTEMS'],714,"Microsoft Technology Licensing, LLC",WA,2019-01-01,2016-09-23
10171295,['DISTRIBUTED REMOTE EXECUTION'],709,"Red Hat, Inc.",NC,2019-01-01,2016-09-23
10170840,['APPARATUS AND METHODS FOR SENDING OR RECEIVING ELECTROMAGNETIC SIGNALS'],333,"AT&T INTELLECTUAL PROPERTY I, L.P.",GA,2019-01-01,2016-09-23
10171946,['ASSISTED GNSS VELOCITY ESTIMATION'],455,Apple Inc.,CA,2019-01-01,2016-09-23
10168446,['MOBILE RADIOGRAPHIC INSPECTION SYSTEM AND LIFTING DEVICE FOR MOBILE RADIOGRAPHIC INSPECTION SYSTEM'],378,NUCTECH COMPANY LIMITED,,2019-01-01,2016-09-23
10171713,['METHOD OF ALIGNING LENS OPTICAL AXIS TO IMAGE SENSOR PLANE WITHOUT ACTIVE ALIGNMENT'],156,Apple Inc.,CA,2019-01-01,2016-09-23
D837413,['GEOMETRICAL UNIT'],D26,N/A,N/A,2019-01-01,2016-09-23
10166606,"['CUTTING INSERT, CUTTING TOOL, AND METHOD FOR MANUFACTURING MACHINED PRODUCT']",082,KYOCERA Corporation,,2019-01-01,2016-09-26
10167611,['HYDRAULIC EXCAVATOR DRIVE SYSTEM'],060,KAWASAKI JUKOGYO KABUSHIKI KAISHA,,2019-01-01,2016-09-26
10169921,['Systems and Methods for Augmented Reality Aware Contents'],345,Wipro Limited,,2019-01-01,2016-09-26
10171140,['MU-MIMO GROUP SELECTION'],370,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,TX,2019-01-01,2016-09-26
10167838,['ENGINE CONTROL APPARATUS'],123,DENSO CORPORATION,,2019-01-01,2016-09-26
10169743,['COMPUTER SYSTEM AND METHOD FOR MAINTENANCE MANAGEMENT INCLUDING COLLABORATION ACROSS CLIENTS'],709,MAINTENANCE ASSISTANT INC.,,2019-01-01,2016-09-26
10165795,['METHOD FOR MANUFACTURING CURVED EDGE CIGARETTE ROLLING PAPER'],131,"Curved Papers, Inc.",NY,2019-01-01,2016-09-26
10167058,['RETRACTABLE ROOF'],114,"Taylor Made Group, LLC",NY,2019-01-01,2016-09-26
D837229,['COMPUTING DEVICE DISPLAY SCREEN WITH GRAPHICAL USER INTERFACE FOR PROVIDING GEOGRAPHIC-BASED SERVICE INFORMATION'],D14,"Uber Technologies, Inc.",CA,2019-01-01,2016-09-26
10166551,['CENTRIFUGE MACHINE HAVING AN IMPROVED DISCHARGE SYSTEM'],494,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES,,2019-01-01,2016-09-27
10169682,['IMAGE PROCESSING DEVICE'],382,"Noritsu Precision Co., Ltd.",,2019-01-01,2016-09-27
10166982,['AUTOMOBILE-SPEED CONTROL USING TERRAIN-BASED SPEED PROFILE'],701,N/A,N/A,2019-01-01,2016-09-27
10170006,['ROUTE PLANNING FOR MULTI-UNMANNED AERIAL VEHICLE-BASED PACKAGE DELIVERY'],701,International Business Machines Corporation,NY,2019-01-01,2016-09-27
10169711,['Generalized Engine For Predicting Actions'],709,Google LLC,CA,2019-01-01,2016-09-27
10171508,['PROVISIONING NEW VIRTUAL MACHINE WITH CREDENTIALS'],726,SSH Communications Security OYJ,,2019-01-01,2016-09-27
10167683,['CENTRALIZER FOR DOWNHOLE PROBES'],175,Evolution Engineering Inc.,,2019-01-01,2016-09-27
10169319,"['SYSTEM, METHOD AND COMPUTER PROGRAM PRODUCT FOR IMPROVING DIALOG SERVICE QUALITY VIA USER FEEDBACK']",704,International Business Machines Corporation,NY,2019-01-01,2016-09-27
10167785,['Element of an Exhaust Line Comprising Valve with Added Stoppers'],060,Faurecia Systemes D'Echappement,,2019-01-01,2016-09-28
